Trackers,Overall Success,Overall Precision,IV Suc.,IV Pre.,VC Suc.,VC Pre.,SOB Suc.,SOB Pre.,SV Suc.,SV Pre.,FM Suc.,FM Pre.,FOC Suc.,FOC Pre.,LR Suc.,LR Pre.
tamos,47.1,58.5,35.4,48.3,57.4,64.4,42.3,49.8,45.1,56.4,48.1,57.8,28.3,48.0,24.5,44.1
